Sexo,Edad,Rng_edad,EstadoCivil,Trabaja_estudia,NSE,TieneTV_Radio,TieneComputadora,TieneLaptop,TieneIPAD,TieneEquipoMusica,TieneTelfInteligente,TieneKindle,CompraComida,RopaSuper,RopaLocal,RopaTianguis,RopaCentroComerc,RopaBoutique,RopaExtranjero,RopaInternet,RopaUsada,RopaVendedorIndep,TiempLibreCasa,TiempLibreAmigos,TiempLibreRestaurante,TiempLibreCentroComercial,TiempoLibreCine,TiempoLibreExpoArte,TiempLibreConcierto,TiempLibreParque,TiempLibreMuseo,TiempLibreDiscoteca,TiempLibreClubSocial,TiempLibreDeportes,TiempLibreNaturaleza,CantidadLibros,Oficio,Idioma,GradoInstruccEncuest,P22_1,P22_2,SalidasFiestFamiliar,SalidaFiestAmigos,SalidaCarnavales,SalidaConciert_Teat,SalidaFiestaPatronal,SalidaAntros,SalidaRestaurante,SalidasConAmigos,RSArtagr_desag,RSArtEnt_abu,RSArtUtil_inut,RSArtEmoc_indf,RelacArtTV,RelacArtCine,RelacArtDiversio,RelacArtConoc,RelacArtbellez,RelacArtSenti,RelacArtCumb,RelacArtCultur,RelacArtPrivileg,RelacArtExtraord,GustoCiencia,MedDifCienciaTV,medDifCienciaRev,medDifCienciaPeriod,MedDifCienciaInternet,medDifCienciaFamilia,MedDifCienciaEscuel,DifusionCiencia,AsistencaiCiencia,AsistCienciaFamilia,AsistCienciaAmigos,AsistCienciaConocid,AsistCienciaSOLO,AsistCienciaNovio,GustoArtes,PrefArtesMus,PrefArtePint,PrefArteArtesa,PrefArteDanz,PrefArteTeat,PrefArteLiter,PrefArteCine,InfArteTv_radi,InfArteRevista,InfArtePeriod,InfoArtInternet,InfArteFam_Am,InfArtEscuela,PercepDifArte,AsistenciaArte,AsistArtFamilia,AsistArtAmigos,AsistArtConoci,AsitArtSolo,AsistArtNovio,CCGustoLeer,FrecLectura,PrefLectNove,PrefLectCuen,PrefLectComic,PrefLectPoesi,PrefLectNotInt,PrefLectNotper,PrefLectArtRev,PrefLectBlog,PrefLectRevis,PrefLectRedS,FuentLectComp,FuentLecPrest,FuentLecBiblio,FuentLecIntern,PrefMuseoArt,PrefMuseoHist,PrefMuseoCien,PrefMuseoNing,FrecAsistMuseo,AsistMuseoAmig,AsistMuseNov,AsisMuseEscue,AsisMuseFami,AsisMuseSolo,PrefMusRock,PrefMusMetal,PrefMusiPop,PrefMusiElectr,PrefMuscTradic,PrefMuscCumb,PrefMuscSalsa,PrefMuscRegu,PrefMuscTrova,PrefMuscCulta,PrefMuscRoman,GustoTV,PrefTVcaricat,PrefTVNoticias,PrefTVAnalPoli,PrefTVCultura,PrefTVSeries,PrefTVTelenov,PrefTVMusica,PrefTVDeporte,PrefTVReality,PrefTVConcur,P47_Otros,RSPolitImport,RSPolitAtracti,RSPolitUtil,RSPolitJusta,RelacPolitRobo,RelacPolitParticp,RelacPolitEnga,RelacPolitDemocr,RelacPolitCivis,RelacPolitParti,RelacPolitIgual,RelacPolitPueb,RelacPolitViole,RelacPolitGarant,RSEducEntret,RSEducUtil,RSEducPlacer,RSEducAnticua,RelacEduNeces,RelacEduDiner,RelacEduCult,RelacEduPosS,RelacEduValo,RelacEduLibe,RelacEduDerec,RelacEduPrivileg,RelacEduCertificados,RelacEduCompro,Ciudad
Mujer,14,12 a 14,Soltero,Trabajo y Estudio,C+,Sí,No,Sí,Sí,Sí,No,No,Supermercado,Sí,No,No,Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,No,No,No,31 a 100,Sí,No,Secundria Completa,Universidad Completa,Bachillerato Incompleto,Sí,No,No,No,No,No,No,No,Agradables,Entretenidas,Útiles,Emocionantes,Relacionado,Poco relacionado,Poco relacionado,Relacionado,Poco relacionado,Poco relacionado,Relacionado,Muy relacionado,Muy relacionado,Poco relacionado,Sí,No,No,No,No,Sí,Sí,Sí,1 o 2 veces al mes,Sí,No,No,No,No,Sí,Sí,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí,Sí,Una o dos veces al mes,Sí,No,No,No,No,Sí,Por lo menos una vez al mes,No,Sí,Sí,No,No,No,No,No,Sí,No,Sí,No,No,Sí,Sí,No,No,No,Por lo menos 3-5 veces al año,Sí,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,Sí,No,Sí,Sí,No,No,No,Sí,No,No,No,No,No,No,Irrelevante (no importante),Atractiva (Buena),Inútil,Injusta,Poco relacionado,Poco relacionado,Relacionado,Nada relacionado,Nada relacionado,Poco relacionado,Nada relacionado,Nada relacionado,Nada relacionado,Nada relacionado,Entretenida,Útil,Placer,Moderna,Muy relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Muy relacionado,Relacionado,Muy relacionado,Muy relacionado,Mexico
Mujer,24,21 a 24,Soltero,Trabajo,C+,Sí,Sí,Sí,Sí,Sí,No,No,Abarrotes/Bodega,No,Sí,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,No,No,No,Sí,Sí,No,No,No,31 a 100,Sí,No,Universidad Completa,Universidad Completa,Universidad Completa,Sí,Sí,No,No,No,No,No,No,Agradables,Entretenidas,Útiles,Emocionantes,Relacionado,Relacionado,Muy relacionado,Poco relacionado,Poco relacionado,Relacionado,Poco relacionado,Relacionado,Poco relacionado,Poco relacionado,Sí,Sí,No,No,Sí,No,No,Sí,1 o 2 veces al mes,No,Sí,Sí,No,Sí,Sí,Sí,No,No,Sí,No,No,No,No,No,No,Sí,Sí,No,Sí,Una o dos veces al mes,No,No,No,No,Sí,Sí,Por lo menos una vez al mes,No,Sí,Sí,No,No,No,No,No,Sí,No,Sí,No,Sí,No,Sí,No,No,No,Por lo menos 3-5 veces al año,Sí,Sí,No,No,No,Sí,No,No,No,No,Sí,Sí,No,No,No,Sí,Sí,Sí,No,No,No,Sí,No,No,Sí,No,No,No,Irrelevante (no importante),Repulsiva (Mala),Inútil,Injusta,Poco relacionado,Nada relacionado,Nada relacionado,Nada relacionado,Nada relacionado,Nada relacionado,Nada relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Entretenida,Útil,Placer,Moderna,Relacionado,Relacionado,Relacionado,Poco relacionado,Poco relacionado,Relacionado,Muy relacionado,Muy relacionado,Relacionado,Poco relacionado,Mexico
Hombre,16,15 a 17,Soltero,Trabajo y Estudio,C,Sí,Sí,Sí,Sí,Sí,No,No,Supermercado,Sí,Sí,No,No,No,No,No,No,No,Sí,No,No,Sí,Sí,No,Sí,No,No,No,No,No,No,11 a 30,Sí,Sí,Bachillerato Incompleto,Universidad Completa,Universidad Completa,Sí,Sí,No,Sí,Sí,No,No,No,Agradables,Entretenidas,Útiles,Emocionantes,Muy relacionado,Relacionado,Muy relacionado,Relacionado,Poco relacionado,Poco relacionado,Relacionado,Nada relacionado,Poco relacionado,Muy relacionado,Sí,No,No,No,Sí,Sí,Sí,Sí,1 o 2 veces al mes,No,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,Sí,No,No,Sí,Una o dos veces al mes,No,Sí,Sí,No,No,Sí,Por lo menos una vez por semana,Sí,Sí,No,No,No,No,No,No,Sí,No,No,Sí,No,No,No,No,Sí,No,Por lo menos 3-5 veces al año,Sí,No,Sí,No,No,Sí,Sí,Sí,No,No,No,Sí,No,Sí,No,No,Sí,Sí,No,No,No,Sí,No,Sí,No,No,No,No,Relevante (importante),Atractiva (Buena),Inútil,Injusta,Relacionado,Poco relacionado,Relacionado,Nada relacionado,Nada relacionado,Poco relacionado,Muy relacionado,Relacionado,Relacionado,Poco relacionado,Entretenida,Útil,Obligación,Moderna,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Totalmente relacionado,Relacionado,Relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Poco relacionado,Mexico
Hombre,14,12 a 14,Soltero,Trabajo y Estudio,C-,Sí,Sí,No,No,No,Sí,No,Abarrotes/Bodega,Sí,Sí,No,No,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,Sí,No,31 a 100,Sí,No,Secundria Completa,Preparatoria Completa,Preparatoria Completa,Sí,No,No,No,No,No,No,Sí,Agradables,Entretenidas,Útiles,Emocionantes,Relacionado,Muy relacionado,Poco relacionado,Poco relacionado,Relacionado,Muy relacionado,Muy relacionado,Totalmente relacionado,Relacionado,Relacionado,Sí,No,No,No,Sí,Sí,Sí,Sí,1 o 2 veces al mes,Sí,No,No,No,No,Sí,Sí,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí,Sí,Una o dos veces al mes,Sí,No,No,No,No,Sí,Diario,No,Sí,Sí,No,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,Por lo menos 3-5 veces al año,No,No,No,Sí,No,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,Sí,No,No,No,No,No,No,Irrelevante (no importante),Repulsiva (Mala),Inútil,Injusta,Nada relacionado,Nada relacionado,Nada relacionado,Nada relacionado,Nada relacionado,Nada relacionado,Nada relacionado,Nada relacionado,Nada relacionado,Nada relacionado,Entretenida,Útil,Placer,Moderna,Totalmente relacionado,Muy relacionado,Totalmente relacionado,Relacionado,Relacionado,Muy relacionado,Poco relacionado,Poco relacionado,Relacionado,Nada relacionado,Mexico
Hombre,18,18 a 20,Soltero,Trabajo,C+,No,Sí,Sí,No,Sí,Sí,No,Supermercado,No,No,No,Sí,No,No,No,No,No,Sí,Sí,No,No,Sí,No,No,No,Sí,No,No,No,No,31 a 100,Sí,No,Preparatoria Completa,Preparatoria Completa,Preparatoria Completa,Sí,Sí,No,No,No,No,No,No,Agradables,Entretenidas,Útiles,Emocionantes,Relacionado,Muy relacionado,Relacionado,Poco relacionado,Poco relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Poco relacionado,Sí,No,No,No,Sí,Sí,No,Sí,1 o 2 veces al mes,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,Sí,Sí,No,Sí,Una o dos veces al mes,No,No,Sí,No,No,Sí,Diario,Sí,No,No,No,No,No,No,No,Sí,No,Sí,No,Sí,No,No,No,Sí,No,Por lo menos 3-5 veces al año,No,Sí,No,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,Sí,Sí,No,No,Sí,No,No,Sí,No,No,No,No,Relevante (importante),Atractiva (Buena),Útil,Justa,Relacionado,Poco relacionado,Poco relacionado,Relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Relacionado,Nada relacionado,Nada relacionado,Entretenida,Útil,Placer,Moderna,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Mexico
Hombre,12,12 a 14,Soltero,Trabajo y Estudio,D,No,Sí,No,No,No,Sí,No,Supermercado,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,No,Sí,No,Sí,No,No,No,No,11 a 30,Sí,No,Primaria Incompleta,Bachillerato Técnico Completo,Bachillerato Técnico Completo,No,No,No,Sí,No,No,No,Sí,Agradables,Entretenidas,Útiles,Emocionantes,Muy relacionado,Totalmente relacionado,Muy relacionado,Poco relacionado,Relacionado,Nada relacionado,Muy relacionado,Poco relacionado,Poco relacionado,Relacionado,Sí,No,Sí,No,Sí,No,No,No,1 o 2 veces al mes,No,Sí,No,No,No,Sí,Sí,No,No,No,Sí,No,Sí,No,No,No,Sí,No,No,Sí,Por lo menos 1 o 2 veces por semana,No,Sí,No,No,No,Sí,Por lo menos una vez por semana,No,No,No,No,Sí,No,No,Sí,No,Sí,No,No,No,Sí,Sí,No,No,No,Por lo menos 1-2 veces al año,No,Sí,No,No,No,No,No,Sí,No,No,No,Sí,Sí,No,No,No,Sí,Sí,No,No,No,Sí,No,No,No,No,No,No,Relevante (importante),Repulsiva (Mala),Inútil,Injusta,Relacionado,Nada relacionado,Poco relacionado,Relacionado,Poco relacionado,Muy relacionado,Poco relacionado,Relacionado,Muy relacionado,Relacionado,Entretenida,Útil,Placer,Obsoleta,Muy relacionado,Muy relacionado,Relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Poco relacionado,Muy relacionado,Poco relacionado,Relacionado,Mexico
Mujer,24,21 a 24,Casado,Soy Ama de Casa,C,Sí,No,Sí,No,Sí,Sí,No,Abarrotes/Bodega,No,Sí,No,Sí,No,No,No,No,No,No,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,11 a 30,Sí,No,Bachillerato Técnico Completo,Secundria Completa,Secundaria Incompleta,Sí,No,No,No,No,No,No,No,Desagradables,Aburridas,Inútiles,Indiferentes,Totalmente relacionado,Poco relacionado,Relacionado,Relacionado,Muy relacionado,Muy relacionado,Relacionado,Poco relacionado,Poco relacionado,Relacionado,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,Sí,Por lo menos una vez por semana,Sí,Sí,No,No,No,No,No,No,No,Sí,Sí,Sí,No,Sí,No,No,No,No,NA,No,No,No,No,No,No,No,Sí,No,No,Sí,Sí,No,No,No,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,Irrelevante (no importante),Repulsiva (Mala),Inútil,Injusta,Muy relacionado,Relacionado,Muy relacionado,Poco relacionado,Relacionado,Poco relacionado,Poco relacionado,Relacionado,Muy relacionado,Nada relacionado,Entretenida,Útil,Placer,Obsoleta,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Muy relacionado,Muy relacionado,Mexico
Hombre,19,18 a 20,Soltero,Trabajo,C+,Sí,No,Sí,Sí,Sí,No,No,Supermercado,Sí,Sí,No,Sí,No,No,No,No,No,Sí,Sí,No,No,Sí,No,No,No,Sí,No,No,No,No,31 a 100,Sí,Sí,Preparatoria Completa,Universidad Completa,Preparatoria Completa,Sí,Sí,No,No,No,No,Sí,No,Agradables,Entretenidas,Útiles,Emocionantes,Relacionado,Muy relacionado,Relacionado,Poco relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Poco relacionado,Relacionado,Sí,No,No,No,Sí,Sí,No,No,1 o 2 veces al mes,No,No,Sí,No,No,Sí,Sí,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí,Sí,Por lo menos 1 o 2 veces por semana,Sí,Sí,No,No,No,Sí,Por lo menos una vez por semana,Sí,Sí,No,Sí,No,No,Sí,No,No,No,Sí,No,Sí,Sí,Sí,No,No,No,Más de 5 veces,No,Sí,Sí,No,No,No,No,Sí,No,No,No,Sí,Sí,No,Sí,No,Sí,No,Sí,Sí,No,Sí,No,No,Sí,No,No,No,Relevante (importante),Atractiva (Buena),Útil,Justa,Muy relacionado,Relacionado,Poco relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Entretenida,Útil,Placer,Obsoleta,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Muy relacionado,Relacionado,Mexico
Hombre,22,21 a 24,Soltero,Trabajo,C-,Sí,Sí,Sí,Sí,Sí,Sí,No,Mercado o tianguis,No,Sí,No,No,Sí,No,No,No,No,No,No,No,Sí,No,Sí,Sí,No,No,Sí,No,No,No,11 a 30,Sí,Sí,Preparatoria Completa,Universidad Completa,Universidad Incompleta,No,Sí,No,No,No,Sí,No,No,Agradables,Entretenidas,Útiles,Emocionantes,Relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Poco relacionado,Totalmente relacionado,Nada relacionado,Relacionado,Poco relacionado,Muy relacionado,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,Sí,No,No,Sí,Por lo menos 1 o 2 veces por semana,No,Sí,No,No,No,Sí,Diario,Sí,No,No,Sí,Sí,No,No,Sí,No,No,Sí,Sí,Sí,No,No,Sí,No,No,Por lo menos 3-5 veces al año,No,Sí,No,No,No,Sí,Sí,No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Irrelevante (no importante),Repulsiva (Mala),Inútil,Injusta,Muy relacionado,Muy relacionado,Muy relacionado,Poco relacionado,Relacionado,Muy relacionado,Poco relacionado,Poco relacionado,Totalmente relacionado,Relacionado,Entretenida,Útil,Placer,Obsoleta,Relacionado,Relacionado,Muy relacionado,Relacionado,Relacionado,Muy relacionado,Relacionado,Muy relacionado,Relacionado,Relacionado,Mexico
Mujer,18,18 a 20,Soltero,Estudio,AB,Sí,Sí,Sí,Sí,Sí,Sí,No,Supermercado,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,Sí,Sí,No,Sí,No,No,Sí,No,No,No,Más de 100,No,Sí,Bachillerato Incompleto,Universidad Completa,Universidad Completa,Sí,Sí,No,No,No,Sí,Sí,No,Agradables,Entretenidas,Útiles,Emocionantes,Nada relacionado,Relacionado,Poco relacionado,Relacionado,Muy relacionado,Muy relacionado,Nada relacionado,Muy relacionado,Relacionado,Relacionado,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,Sí,Sí,Sí,No,Sí,No,No,No,Sí,No,Sí,Sí,No,No,Sí,Una o dos veces al año,Sí,Sí,No,No,Sí,Sí,Por lo menos una vez por semana,No,No,No,No,No,Sí,No,Sí,No,Sí,No,Sí,No,Sí,Sí,No,No,No,Por lo menos 1-2 veces al año,No,Sí,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Relevante (importante),Atractiva (Buena),Útil,Justa,Relacionado,Muy relacionado,Relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Muy relacionado,Poco relacionado,Aburrida,Inútil,Obligación,Moderna,Relacionado,Relacionado,Muy relacionado,Relacionado,Muy relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Muy relacionado,Mexico
Hombre,23,21 a 24,Casado,Trabajo,C,Sí,No,Sí,Sí,No,Sí,No,Mercado o tianguis,No,Sí,Sí,Sí,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,Sí,No,No,No,No,No,1 a 10,Sí,No,Bachillerato Técnico Incompleto,Secundaria Incompleta,Secundaria Incompleta,Sí,No,No,No,No,No,No,No,Agradables,Entretenidas,Útiles,Emocionantes,Relacionado,Muy relacionado,Poco relacionado,Nada relacionado,Muy relacionado,Totalmente relacionado,Relacionado,Relacionado,Poco relacionado,Relacionado,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,Sí,No,Sí,Sí,No,No,NS/NR,Una o dos veces al año,Sí,No,No,No,No,Sí,Diario,No,No,No,No,No,Sí,No,No,No,No,Sí,Sí,No,Sí,No,No,No,No,NA,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,Sí,No,No,Sí,No,Sí,No,Irrelevante (no importante),Repulsiva (Mala),Inútil,Injusta,Totalmente relacionado,Relacionado,Nada relacionado,Nada relacionado,Nada relacionado,Poco relacionado,Nada relacionado,Nada relacionado,Totalmente relacionado,Poco relacionado,Entretenida,Útil,Placer,Obsoleta,Muy relacionado,Relacionado,Relacionado,Poco relacionado,Totalmente relacionado,Muy relacionado,Totalmente relacionado,Relacionado,Totalmente relacionado,Muy relacionado,Mexico
Hombre,20,18 a 20,Soltero,Trabajo y Estudio,C,No,No,Sí,Sí,No,Sí,No,Supermercado,Sí,Sí,No,No,No,No,No,No,No,Sí,Sí,No,No,Sí,No,Sí,No,Sí,No,No,No,No,11 a 30,Sí,No,Preparatoria Completa,Universidad Incompleta,Bachillerato Técnico Completo,Sí,Sí,No,No,No,Sí,No,No,Agradables,Entretenidas,Útiles,Emocionantes,Relacionado,Relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Poco relacionado,Relacionado,Sí,No,No,Sí,Sí,Sí,No,No,1 o 2 veces al año,No,Sí,No,No,No,Sí,Sí,No,No,No,No,No,Sí,Sí,No,No,Sí,No,No,No,Una o dos veces al mes,No,No,No,Sí,No,Sí,Por lo menos una vez por semana,Sí,No,No,No,Sí,Sí,No,Sí,No,Sí,Sí,No,No,No,Sí,No,No,No,Por lo menos 1-2 veces al año,No,No,Sí,No,No,No,No,Sí,No,No,Sí,Sí,Sí,No,No,No,Sí,No,Sí,No,No,Sí,No,No,No,No,No,No,Irrelevante (no importante),Repulsiva (Mala),Inútil,Injusta,Totalmente relacionado,Nada relacionado,Poco relacionado,Totalmente relacionado,Poco relacionado,Poco relacionado,Relacionado,Nada relacionado,Nada relacionado,Poco relacionado,Entretenida,Útil,Placer,Obsoleta,Muy relacionado,Totalmente relacionado,Relacionado,Muy relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Relacionado,Relacionado,Relacionado,Mexico
Mujer,24,21 a 24,Soltero,Trabajo y Estudio,C+,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Supermercado,No,No,Sí,Sí,No,No,No,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,No,No,No,Sí,31 a 100,Sí,Sí,Bachillerato Técnico Completo,Universidad Incompleta,Universidad Incompleta,Sí,Sí,No,No,No,No,Sí,No,Agradables,Entretenidas,Útiles,Emocionantes,Poco relacionado,Relacionado,Relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Nada relacionado,Totalmente relacionado,Relacionado,Relacionado,Sí,No,No,No,Sí,No,No,No,1 o 2 veces al año,No,No,No,Sí,No,Sí,Sí,Sí,No,No,Sí,No,No,No,No,No,Sí,No,No,No,Por lo menos 1 o 2 veces por semana,No,No,No,Sí,No,Sí,Diario,Sí,No,No,No,Sí,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,No,Sí,No,No,Por lo menos 3-5 veces al año,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,Sí,Sí,Sí,Sí,No,Sí,No,No,Relevante (importante),Atractiva (Buena),Útil,Justa,Muy relacionado,Muy relacionado,Muy relacionado,Relacionado,Poco relacionado,Relacionado,Poco relacionado,Relacionado,Muy relacionado,Poco relacionado,Entretenida,Útil,Placer,Obsoleta,Totalmente relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Relacionado,Poco relacionado,Relacionado,Relacionado,Relacionado,Mexico
Mujer,21,21 a 24,Soltero,Soy Ama de Casa,C-,Sí,Sí,No,Sí,Sí,Sí,No,Abarrotes/Bodega,No,Sí,No,Sí,No,No,No,No,No,Sí,Sí,No,Sí,No,No,No,No,No,No,No,Sí,No,11 a 30,No,No,Bachillerato Incompleto,Secundria Completa,Secundria Completa,Sí,No,No,No,No,No,No,No,Agradables,Aburridas,Útiles,Indiferentes,Muy relacionado,Poco relacionado,Muy relacionado,Relacionado,Muy relacionado,Relacionado,Relacionado,Poco relacionado,Muy relacionado,Relacionado,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,Sí,Por lo menos una vez por semana,Sí,Sí,No,No,No,Sí,No,No,No,No,Sí,Sí,No,No,No,Sí,No,No,Por lo menos 1-2 veces al año,Sí,Sí,No,Sí,No,No,No,Sí,Sí,No,No,Sí,No,No,No,No,Sí,No,Sí,No,No,Sí,Sí,Sí,No,Sí,No,No,Irrelevante (no importante),Repulsiva (Mala),Útil,Injusta,Relacionado,Relacionado,Muy relacionado,Relacionado,Relacionado,Poco relacionado,Relacionado,Muy relacionado,Relacionado,Poco relacionado,Entretenida,Útil,Obligación,Moderna,Relacionado,Muy relacionado,Poco relacionado,Relacionado,Relacionado,Muy relacionado,Poco relacionado,Relacionado,Poco relacionado,Relacionado,Mexico
Hombre,24,21 a 24,Casado,Trabajo,D+,Sí,Sí,No,No,Sí,Sí,No,Abarrotes/Bodega,No,Sí,Sí,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,11 a 30,Sí,No,Bachillerato Técnico Incompleto,Bachillerato Técnico Completo,Secundria Completa,Sí,No,No,No,No,No,No,No,Agradables,Aburridas,Útiles,Indiferentes,Muy relacionado,Muy relacionado,Relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Poco relacionado,Muy relacionado,Relacionado,Relacionado,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,Por lo menos 1-2 veces al año,No,No,No,Sí,No,Sí,No,Sí,Sí,No,No,Sí,No,No,No,No,Sí,No,No,No,No,Sí,No,Sí,Sí,No,No,No,Relevante (importante),Repulsiva (Mala),Inútil,Injusta,Totalmente relacionado,Poco relacionado,Totalmente relacionado,Nada relacionado,Relacionado,Totalmente relacionado,Nada relacionado,Poco relacionado,Poco relacionado,Totalmente relacionado,Entretenida,Útil,Placer,Obsoleta,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Mexico
Mujer,24,21 a 24,Soltero,Trabajo,C+,Sí,No,Sí,Sí,Sí,Sí,No,Mercado o tianguis,Sí,Sí,No,Sí,No,No,No,No,No,Sí,Sí,No,Sí,No,No,No,No,No,No,No,No,No,1 a 10,No,No,Universidad Incompleta,Universidad Incompleta,Secundria Completa,Sí,Sí,No,Sí,No,No,No,No,Desagradables,Aburridas,Inútiles,Indiferentes,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,Sí,Sí,No,No,Sí,No,No,No,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí,No,No,No,No,Relevante (importante),Repulsiva (Mala),Inútil,Injusta,Muy relacionado,Poco relacionado,Muy relacionado,Poco relacionado,Poco relacionado,Totalmente relacionado,Nada relacionado,Nada relacionado,Totalmente relacionado,Nada relacionado,Entretenida,Útil,Placer,Moderna,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Mexico
